codigoProduto;descricaoProduto;unidadeProduto;NCMProduto
63309;DOCE BIRO-BIRO BANANINHA TRADICIONAL 200GR;UN;20079999  
63389;LEITE FERMENTADO TRAD.BOB 160GR;UN;04039000  
63133;IOGURTE BATAVO INT.PEDACOS ABACAXI 500GR;UN;04031000  
62926;AMACIANTE DE ROUPAS YPE INTENSO LEV.2LT PG 1,8L;UN;38099190  
63312;DOCE BIRO-BIRO GELEIA SAB.LIMAO 140GR;UN;20079999  
63395;BOLO ANA MARIA ED.NATAL TRIPLO CHOCO 70GR;UN;19059090  
63147;CEBOLA KININO EM FLOCOS DESIDRATADA 20GR;UN;07129010  
62930;GARFO SIMONAGGIO BELIZE  C/3UN.;UN;82119100  
63316;LEITE FERM.DANONINHO 100GR;UN;04039000  
63406;AMACIANTE DE ROUPAS BABY SOFT INFINIY CARE 3LT.;UN;38099190  
63149;SUPLEMENTO REIGN LEMON HDZ LATA 473ML;UN;21069030  
62945;BISC.NESTLE NESFIT DELICE CACAU & AVELA 140GR;UN;19053100  
63321;LIMPA PNEUS PRETINHO LUXCAR 500GR;UN;34029090  
63414;PALMITO TIO PACO INTEIROS VD.180GR;UN;20089100  
63156;SAP.EM PO RADIUM LAVANDA 300GR;UN;34054000  
62950;HAMBURGUER BOVINO BRASA BURGUER TRAD.56GR;UN;16025000  
63326;SHAMPOO SEDA ONDAS ANTI-FRIZZ 325ML;UN;33051000  
63415;ODOR.GLADE LAVANDA LEVE 3 PG 2 RF.12,0ML/9,0GR;UN;38089419  
63157;SCHWEPPES VODKA & CITRUS VD.250ML;UN;22021000  
62955;APAR.BARBEAR MACH3 AQUA GRIP REG.UN.;UN;82121020  
63328;BISC.WAFER MARILAN DUO FR.VERM.E CHOC.80GR;UN;19053200  
63424;OVO GELELE SLIME UNICORNIO 98GR;UN;95030099  
63158;SCHWEPPES GIN TONICA VD.250ML;UN;22021000  
62960;FACA CORNETA DESOSSAR 6 75.541.06 UN;UN;82119210  
63329;BISC.WAFER MARILAN DUO LIMAO E CHOC.80GR;UN;19053200  
63430;SUSPIRO PREMIERE LEITE CONDENSADO 150GR;UN;20079990  
63166;SALG.TORCIDA SAB.COSTELINHA COM LIMAO 70GR;UN;19059090  
62965;MIST.LACTEA COND.MOCOCA LATA 395GR;UN;04041000  
63336;FUBA PRE COZIDO YOKI 1KG;UN;11022000  
63436;LIMPADOR SANOL FLOR DE LARANJEIRA 120ML;UN;38089429  
63169;POTE ORGANIZADOR JAGUAR UNICORNIO REF.6555MO 750ML;UN;39249000  
62969;BATATA PRINGLES CHURRASCO 120GR;UN;19059090  
63338;AMENDOIM YOKI JAPONES 500GR;UN;20081100  
63445;LEITE FERM.VIGOR CLUB TRAD.75GR;UN;04039000  
63176;COPO AMERICANO NADIR 190ML;UN;70133700  
62971;ESCOVA MULTIUSO MADEIRA CASAMIA REF.116068MA;UN;96039000  
63347;FORMA DE PUDIM 22 1,800LT REF.065;UN;76151000  
63449;SABAO MINUANO NEUTRO COM GLICERINA 600GR 3UN;UN;34011900  
63180;SORVETE MILK MONI TENTACAO MILK TWIST 1,8LT;UN;21050010  
62986;INSET.AERO MORTEIN DET.EUCALIPTO 400ML/322G;UN;38089119  
63348;SECADOR LOUCAS NIQUELART POP PRETO REF.395-7;UN;73239900  
63456;CERVEJA PROIBIDA PURO MALTE LATA 269ML;UN;22030000  
63181;SORVETE MILK MONI SUNDAE DE BRIGADEIRO M.T.1,8LT;UN;21050010  
62992;HASTES FLEX.ISACARE CX 75UN.;UN;56012190  
63352;CHINELO HAVAIANAS CASUAL FERRUGEM 37/38;UN;64022000  
63457;CERVEJA PROIBIDA PURO MALTE LATA 350ML;UN;22030000  
63215;TOALHA DE PAPEL PICCOLA DONNA 2UN;UN;48183000  
62993;LAMPADA OUROLUX SUPERLED 20W BIV 6500K COD.20401;UN;85395200  
63353;CHINELO HAVAIANAS CASUAL VERDE BAMBU 37/38;UN;64022000  
63460;CERVEJA HEINEKEN LAGER 0.0 VD.330ML;UN;22029100  
63220;SORVETE MILK MONI TWIST BRIGADEIRO 350ML;UN;21050010  
62999;CORRETIVO FABER-CASTELL 18ML;UN;39261000  
63359;COND.DARLING CERAMIDAS 350ML;UN;33059000  
63467;ALCOOL GEL URCA 70 INPM 500GR;UN;22072019  
63227;SORVETE PICOLE MILK MONI BOMBOM 65GR;UN;21050010  
63008;LAVA ROUPAS EM PO BRILHANTE L.T.CX.1,6 GRTS 200GR;UN;34022000  
63370;BEB.WIENBIER MISTA CERVEJA/VINHO 58 LATA 710ML;UN;22030000  
63473;CHOC.NESTLE SUFLAIR DUO 80GR;UN;18063210  
63228;BISC.WAFER NESTLE GALAK 110GR;UN;19053200  
63017;MAC.NISSIN INST.DE BOAS P.DE FR.C/ BATATA 75GR;UN;19023000  
63383;LEITE NINHO NESTLE INTEGRAL ZERO LACTOSE CX.1LT.;UN;04012010  
63481;BATATA PALHA KININO TRADICIONAL 120GR;UN;20052000  
63236;PORTA DETERG.ERCAPLAST REF.140/UN.;UN;39241000  
63019;SUCO EM PO MID MORANGO 20GR;UN;21069010  
63388;BISC.COOKIE NESTLE GALAK GOTAS 60GR;UN;19053100  
63498;POTE CLIC PLASUTIL QUAD.200ML-REF.2767;UN;39241000  
63238;SALG.TORCIDA PIZZA 70GR;UN;19059090  
63021;OLEO MISTO DE SOJA E AZ.DE OLIVA FAISAO VD.500ML;UN;15179010  
63400;ALCOOL UZU 70 INPM 500ML;UN;22072019  
63504;GOIABADA BIRO-BIRO EM BARRA CASCAO 200GR;UN;20079990  
63240;HAMBURGUER SADIA CARNE DE AVES E BOVINA 56GR;UN;16029000  
63026;BALAS TRI BALA PECCIN FRAMBOESA 100GR;UN;17049020  
63401;ODORIZADOR DE AMB.COALA SPRAY ALGODAO 120ML;UN;33074900  
63511;MANTEIGA BRASILEIRISSIMA COM SAL 200GR;UN;04051000  
63243;DOCE BIRO-BIRO BANANA SAB.GOIABA 140GR;UN;20079999  
63039;POTE NITRON RASO G COD.233-1,1LT.;UN;39241000  
63403;BATATA PURA BATATA PALHA 500GR;UN;20052000  
63519;LENCO UMED.NEVE KIDS 48UN;UN;34011190  
63247;PASTA A/E DELLO PLAST.CRISTAL COD.0254.H./UN.;UN;42021200  
63052;MARGARINA CLAYBOM COM SAL 500GR;UN;15171000  
63413;REFRIG.COCA-COLA SEM ACUCAR PET.2LT.(RETORNAVEL);UN;22021000  
63524;CANECAO LUXO ERCA ALUMINIO 14-1.600ML-REF.045;UN;76151000  
63256;MAC.NISSIN MIOJO SALADARIA SAB.FRANGO 75GR;UN;19023000  
63059;PUDIM DE LEITE COND.REBEKA 120GR;UN;21069021  
63418;COCADA BIRO-BIRO COM MARACUJA 220GR;UN;20079990  
63527;COOLER CLASSIC KEEP COOLER PINA COLADA VD.275ML;UN;22060090  
63262;CREME VEGETAL BECEL ORIGINAL COM SAL 500GR;UN;15171000  
63068;CHINELO CARTAGO PORTO DEDO BEGE/MARROM 11603;UN;64022000  
63423;COCADA BIRO BIRO 200GR;UN;20079990  
63530;POTE JAGUAR VERSATIL REF.1666/3,6LT;UN;39241000  
63270;SORVETE JUNDIA C.SORVETERIA ABACAXI AO VINHO 1LT;UN;21050010  
63073;SORVETE JUNDIA SAB.DA FAZENDA ABACAXI 1.5 LT;UN;21050010  
63428;ALCOOL ECOFLAME 46 INPM 1LT;UN;22072019  
63534;BEB.VINHO GRAN VALLEY CAB.S.TINTO SECO VD.750ML;UN;22042100  
63275;SORVETE MILK MONI MILHO CLASSICO 350ML;UN;21050010  
63077;LIMP.DE AMBIENTES CONC.COALA EUC.GLOBULOS 120ML;UN;33029019  
63431;BISCOITO DE POLVILHO PREMIERE QUEIJO 100GR;UN;19053100  
63540;CADERNETA ABYARA ANIMAIS 100 X 140M.-80FLS COD.042;UN;48202000  
63277;BANHA DE PORCO SAO BENTO 100% ARTESANAL;UN;15162000  
63082;HASTES FLEX.ISACARE CX.150UN.LEV.150 PG.130UN;UN;56012190  
63437;BISCOITO DE POLVILHO PREMIERE ARGOLA 150GR;UN;19053100  
63552;CAD.DESENHO SAO DOMINGOS AZUL 275 X 200MM 60FLS;UN;48202000  
63287;BANDEJA LAMINADA SABRINA 39,5 X 46,5CM-N.6;UN;76072000  
63090;AZEITE DE OLIVA VALLVERDE EXT.VIRGEM VD.500ML;UN;15091000  
63450;SAND.HOT POCKET SADIA X-BURGUER BARBECUE 145GR;UN;19022000  
63554;SHAMPOO XUXINHA SUAVE 210ML;UN;33051000  
63293;GARFO MARTINAZZO TRINCHANTE REF.30160;UN;82119210  
63118;CONJ.DE POTE ERCAPLAST PRIME QUADRADO REF.1785;UN;39241000  
63466;TORRADA MARILAN LEV MAGIC TOAST MULTI 150GR;UN;19054000  
63555;CERVEJA WIENBIER 58 WHITE PILSEN LATA 550ML;UN;22030000  
63294;FORMA PARA PUDIM INPLAST REF.6630;UN;39241000  
63121;ESCOVA MURANO MULTIFUNCIONAL REF.116;UN;96039000  
63468;HAMBURGUER BRASA BURGUERS BOV./AVES 90GR;UN;16025000  
63559;FRALDA BABYSEC JUMBINHO M-18UN;UN;96190000  
63310;DOCE BIRO-BIRO BANANA SAB.ABACAXI MARIOLA 140GR;UN;20079999  
63126;SAND.HOT POCKET SADIA X-BURG.MAIONESE G.145GR;UN;19022000  
63470;MOLHO DE TOMATE POMODORO CICA TRAD.SACHE 300GR;UN;21032010  
63564;BEB.SOJA ADES ORIGINAL CX.1LT;UN;22029900  
63318;ALFAJOR ODARA CHOC.BRANCO 65GR;UN;19059090  
63128;CARREGADOR RAPIDO SMART VIRGILI V8 REF.800149;UN;85044010  
63472;CADERNETA ABYARA KRAFT 100 X 140M.-80FLS COD.0508;UN;48202000  
63572;COADOR DE CAFE ZALEANA TAMANHO P UN.;UN;63079090  
63337;AMENDOIM YOKI DESCASCADO SALGADO 500GR;UN;20081100  
63131;ELASTICO VIRGILI N.14 10MT REF.707053;UN;58062000  
63476;POTE ORGANIZADOR JAGUAR FLORAL REF.4197 750ML;UN;39249000  
63575;SALSICHA HOT-DOG SEARA 500GR;UN;16010000  
63342;REVISTAS REPLAY MAGAZINE N.29,90;UN;49019900  
63132;ESTILETE VIRGILI METAL REF.406190;UN;82119310  
63478;PULVERIZADOR PLASUTIL 580ML REF.4861;UN;84248990  
63576;CHA MATTE LEAO CANELA CX 40GR;UN;09030010  
63345;ASSADEIRA MARCOLAR RET.ALTA 02-REF.210;UN;76151000  
63136;DIFUSOR DE AROMAS COALA ESPECIARIAS 100ML;UN;33074900  
63483;CERVEJA CONTI MALZBIER LATA 350ML;UN;22030000  
63577;BOLA  FUTEBOL SAGA FUSION UN;UN;95066200  
63349;SECADOR LOUCAS NIQUELART POP BRANCO REF.395-4;UN;73239900  
63137;DIFUSOR DE AROMAS COALA LAVANDA 100ML;UN;33074900  
63484;POTE ORGANIZADOR JAGUAR FLORAL REF.4203 690ML;UN;39249000  
63578;IOG.NESTLE GREGO TORTA DE MORANGO 90GR;UN;04032000  
63363;CHINELO HAVAIANA BRASIL 41/42 AZ.UN.;UN;64022000  
63142;DESINFETANTE SANOL TALCO 2LT;UN;38089429  
63488;SAL ROSA DO HIMALAIA KININO 500GR;UN;25010090  
63580;PAO DE ALHO ZE GURME CALAB.C.MUSSARELA BDJ.400GR;UN;19052090  
63364;CERVEJA SCHIN LATA 350ML;UN;22030000  
63143;AP.PR.GILLETTE 2 ULTRAGRIP CAB.MOVEL 2UN.;UN;82121020  
63490;POTE ORGANIZADOR JAGUAR CORUJA REF.4196 750ML;UN;39249000  
63581;MAIONESE VIGOR SACHE 1KG;UN;21039011  
63371;BISC.WAFER ESTRELA SAB.LIMAO 100GR;UN;19053100  
63151;LAVA ROUPAS EM PO OMO LAV.P.SANITIZA & HIG.CX.800G;UN;38089419  
63494;PAPEL HIG.STYLUS F.DUPLA 20MT/12UN.;UN;48181000  
63582;FRANGO A PASSARINHO NUTRIBEM 1KG;UN;02071400  
63372;BISC.WAFER ESTRELA SAB.MORANGO 100GR;UN;19053100  
63152;BEBIDA GROSELHA XAROPE XERETA 1LT;UN;21069010  
63505;SUSPIRO PREMIERE TRADICIONAL 150GR;UN;20079990  
63588;CIGARRO ROTHMANS OF LONDON BLUE BOX SIG.10UN.;UN;24022000  
63374;BISC.ESTRELA SAB.AGUA E SAL 400GR;UN;19053100  
63153;ARROZ CAMIL TIPO 1 -5KG;UN;10063011  
63515;TOALHAS UMED.MEU BEBE SOFT ALOE VERA 50UN;UN;34011190  
63591;DESINFETANTE VEJA BANHEIRO ANTIBAC 20% DESC.500ML;UN;34025000  
63378;BOLO KID LAT DUCHEN RECH.CHOC.C/LEITE 152GR;UN;19059090  
63164;SAB.FARNESE FOR MEN 180GR;UN;34011190  
63531;ROLO MOVEL ALVES REF.91;UN;39241000  
63593;LEMON PEPPER JIMBELE 20GR;UN;21039021  
63386;IOG.DANONE LIQ.VITAMINAS PR.SUG.8,99-850GR;UN;04032000  
63173;COPO INF.PLASDURAN COM TAMPA REF.440125 325ML;UN;39249000  
63535;BEB.VINHO GRAN VALLEY MERLOT TINTO SECO VD.750ML;UN;22042100  
63597;BISC.WAFER RANCHEIRO CHOCOLATE 78GR;UN;19053200  
63392;CHINELO HAVAIANA BRASIL 43/44 AZ.UN.;UN;64022000  
63174;GARRAFA SLEEVE ICE PLASDURAN REF.430190 550ML;UN;39249000  
63568;CAMINHO MESA CIA DO LAR 0,45 X 1,45M-UN;UN;63025300  
63612;ISCA PEIXE TILAPIA C.VALE 500GR;UN;16023230  
63397;ALGODAO ISACARE CX.25GR;UN;30059090  
63182;SORVETE MILK MONI BOMBOM MILK TWIST 1,8LT;UN;21050010  
63585;FITA CREPE ADELBRAS 48 X 50M-UN;UN;39191000  
63613;DESINFETANTE BUFALO JASMIM 750ML;UN;38089419  
63398;CANECA CATUAI VD.230ML-REF.7927;UN;70133700  
63191;SORVETE MILK MONI MILHO 2LT;UN;21050010  
63590;AMENDOIM SEM PELE ELMA CHIPS 100GR;UN;20081100  
63614;BISC.WAFER RANCHEIRO LIMAO 78GR;UN;19053200  
63408;PALHEIROS SAO JORGE MENTA 10UN;UN;24022000  
63204;COND.ISACARE BOMBA DE COCO 350ML;UN;33059000  
63609;PAPEL HIG.SUBLIME FOLHA DUPLA 30MT LEVE 12 PAGUE 1;UN;48181000  
63646;BATIDA BAIANINHA COCO 900ML;UN;22060090  
63411;VINHO FRISANTE Q.DE SAO ROQUE BR.SUAVE VD.660ML;UN;22042100  
63212;AROMATIZADOR DE AMB.BUFALO PINHO 110ML;UN;38085929  
63622;REFRIGERANTE MOGI ABACAXI PET 2LT;UN;22021000  
63664;REFRIGERANTE SCHIN ITUBAINA ORIGINAL ZERO 2LT.;UN;22021000  
63417;HAMBURGUER BRASA BURGUERS PICANHA N.90GR;UN;16025000  
63217;PICOLE JUNDIA JUNDFRUTY MORANGO 60GR;UN;21050010  
63625;REFRIGERANTE MOGI MACA PET 250ML;UN;22021000  
63667;RACAO PEDDY MAIS CARNE 1KG;UN;23099010  
63419;DOCE DE MOCOTO BIRO BIRO 100GR;UN;20079910  
63226;PIZZA SEARA LOMBO COM CATUPIRY 460GR;UN;19022000  
63648;RAVIOLLI MEZZANI CARNE 400GR;UN;19022000  
63668;CINZEIRO GRUPO PAULI UN;UN;73239900  
63420;FONDANT DE LEITE COM CHOC.BIRO BIRO 200GR;UN;19019020  
63234;ESPONJA MULTIUSO ASSOLAN PERTUTO 3UN;UN;68053090  
63653;MARMITA TERMICO GUFANI REF.1161/1,6LT;UN;39239000  
63676;BALDE HOMEPLAS 7LT REF.649;UN;39249000  
63425;ODORIZANTE LUXCAR NEW FRESH OCEAN 8ML;UN;33074900  
63235;PIZZA SEARA CALABRESA 460GR;UN;19022000  
63663;SOBREMESA FLAN NESTLE MORANGO 200GR;UN;04039000  
63682;CIGARRO ROTHMANS RED SIG.OF LONDON BOX 20UN;UN;24022000  
63429;ALCOOL ECOFLAME 92 INPM 1LT;UN;22072019  
63268;SORVETE MILK MONI MORANGO CLASSICO 350ML;UN;21050010  
63673;QUEIJEIRA ERCAPLAST PRIME REF.2195;UN;39241000  
63688;LEITE NINHO NESTLE ZERO LACTOSE FORTI+ CX.1LT.;UN;04012010  
63435;LIMPADOR SANOL ROUPA LAVADA 120ML;UN;38089429  
63272;CANECA PLASMONT 450ML REF.0371;UN;39249000  
63685;COLORACAO CREME NIELY COR&TON LOURO CINZA 7.1;UN;33059000  
63694;SAB. FLOR DE YPE SUAVE FRESIA E PESSEGO 85GR;UN;34011190  
63446;LAVA ROUPAS OMO LIQ.P.C.TOQUE DE AVEIA REFIL 900ML;UN;34025000  
63280;BISC.WAFER MARILAN CHOCOLATE 115GR;UN;19053200  
63687;AGUA DE COCO IZZY COCO 200ML;UN;20098990  
63696;SAB.FLOR DE YPE SUAVE FLOR DE LARANJEIRA E DAM.85G;UN;34011190  
63454;SALG.TORCIDA SAB.BACON 70GR;UN;19059090  
63281;ALCOOL START 70 INPM 1LT;UN;22072019  
63690;BISC.RECH.ZABET MOUSSE MORANGO 145GR;UN;19053100  
63707;GRANOLA KININO K-LIFE COM FRUTAS 250GR;UN;19041000  
63477;BEB. SOJA ADES ZERO ORIGINAL CX.1LT;UN;22029900  
63289;PARRILLA ROCEIRO CHIMICHURRI 1,01KG;UN;21039021  
63699;KIT DOVE 1 SH.400ML+ 1 COND.200ML DOVE OLEO NUTR.;UN;33051000  
63708;GRANOLA KININO K-LIFE SEM AD.DE ACUCAR 250GR;UN;19042000  
63486;CONJ.DE POTE ERCAPLAST PRIME QUAD.REF.1797;UN;39241000  
63305;LAVA ROUPAS BRILHANTE DELICADEZA T. SACHE 1,6KG;UN;34025000  
63702;PEIXE CACAO CUBO KARAMS 500GR;UN;03038114  
63711;LAVA ROUPAS EM PO TIXAN PRIMAVERA SACHE 1,7KG;UN;34022000  
63491;CADERNETA PAUTA BRANCA 100 X 140MM-96FLS.;UN;48202000  
63307;DOCE BIRO-BIRO BANANINHA COM ABACAXI 200GR;UN;20079999  
63703;PEIXE MANJUBA COSTA SUL 800GR;UN;03056990  
63727;FRIGIDEIRA ARARY N.20 GOURMET COBRE 1,03L;UN;76151000  
63499;AZEITONAS VERDES DIZA ALMOF.80GR;UN;20057000  
63317;IOG.DANONE LIQ.MORANGO PR.SUG.1,79 140GR;UN;04039000  
63717;IOGURTE POLPA PAULISTA FEST FRUTAS BDJ.510GR;UN;04061090  
63728;FRIGIDEIRA ARARY N.22 GOURMET COBRE 1,351L;UN;76151000  
63502;PAO DE ALHO ZE GURME MOST.C.MUSSARELA BDJ.300GR;UN;19052090  
63323;CADERNO MAXIMA GRAFFIX 1 MATERIA 96FLS;UN;48202000  
63731;CHOCOLATE GAROTO AERO 80GR;UN;18063210  
63743;COKTAIL COMPOSTO DRAFT WHITE FORBES VD.600ML;UN;22060090  
63510;REFRIG.ANTARCTICA SODA LIMONADA PET 237ML;UN;22021000  
63332;SORVETE MILK MONI LIMONADA SUICA 60GR;UN;21050010  
63733;CHOCOLATE GAROTO COOKIE 90GR;UN;18063210  
63752;DESINFETANTE HARPIC POWER PLUS 5X 500ML;UN;38089419  
63512;COADOR DE PANO CHEIRO DA ROCA 120MM-UN.;UN;63080000  
63333;MISTURA YOKI PARA EMPANAR MILANESA 300GR;UN;19019090  
63738;SORVETE MILK MONI DOCE DE LEITE M.T.1,8LT;UN;21050010  
63756;LAVA ROUPAS EM PO OMO PROT.MICELAR CX.1,600GR;UN;34022000  
63517;CESTO FLOR ARQPLAST REF.25525;UN;39249000  
63339;MAC.STA AMALIA SPAGHETTI SPEC.ZERO GLUTEN 500GR;UN;19021900  
63739;SORVETE MILK MONI MORANGO 2LT;UN;21050010  
63758;LAVA ROUPAS BONNY CLEAN SACHE 1KG;UN;34011900  
63522;PORTA LEITE PLASNORTHON 1L;UN;39241000  
63350;CHINELO HAVAIANAS CASUAL VERDE OLIVE 39/40;UN;64022000  
63742;HAMBURGUER BOVINO BRASA BURGUER TRAD.120GR;UN;16025000  
63774;PAPEL HIG.NEVE TOQUE DE SEDA F.DUPLA 30MT 12UN;UN;48181000  
63532;TEMP.JIMBELE VINAGRETE 20GR;UN;21039021  
63351;CHINELO HAVAIANAS CASUAL BRANCO CINZA 41/42;UN;64022000  
63749;GUARDANAPO WHITEPAPER 20 X 22CM/50UN;UN;48183000  
63785;SABAO PO OMO SPORTS CX.800GR;UN;34025000  
63533;KIT PANTENE HIDRATACAO C.SH.350ML + COND.175ML;UN;33059000  
63361;ESC.DENT.COLGATE LEV 3 PG 2 MEDIA UN.;UN;96032100  
63759;BEBIDA DE SOJA ADES COM SUCO DE UVA 1LT.;UN;22029900  
63796;GARRAFA DE ALUMINIO ACADEMIA LIVON COD 4219;UN;39241000  
63548;COADOR DE CHA MAEE GRANDE 16CM.;UN;39241000  
63366;MASSA PARA TAPIOCA DA TERRINHA 500GR;UN;19030000  
63763;AROMATIZANTE DE AMBIENTE TRIEX FLORAL 140ML;UN;33012911  
63797;"FACA CORNETA DY BY DAY INOX 6""COD.75.531.06";UN;82119210  
63549;PORTA FILTRO P/CAFE NOVA ERA 103-REF.56 UN.;UN;39241000  
63379;BOLO KID LAT DUCHEN RECH.BRIGADEIRO 152GR;UN;19059090  
63767;DETERGENTE FLOPS CLEAR 500ML;UN;34022000  
63815;GIZ DE CERA KOALA 12 CORES 49GR.;UN;96099000  
63550;RODO JULIANA METAL JULIANA 40CM;UN;96039000  
63380;FOLHA DE ALUMINIO BRICOFLEX 30CM X 4MT.;UN;76071990  
63770;ODORIZANTE LUXCAR NEW FRESH DREAM 8ML;UN;33074900  
63820;CORDA PARA VARAL POLIFORT EXTRA-FORTE 10M;UN;56074900  
63556;FRALDA BABYSEC JUMBINHO XG-12UN;UN;96190000  
63384;LEITE NINHO NESTLE INTEGRAL CX.1LT.;UN;04012010  
63772;TOALHA DE PAPEL IDEAL 19CM 2UN;UN;48189090  
63823;GARRAFA TERM.UNITERMI VERM. 0,30L REF.89003;UN;96170000  
63558;FRALDA BABYSEC JUMBINHO G-16UN;UN;96190000  
63410;LEITE DE COCO COQUIL 200ML;UN;20098990  
63778;SUCO PRONTO LARANJA & CIA TRAD.1,7LT;UN;22021000  
63832;CADERNO FORONI GAPP 200 X 275MM 200FLS;UN;48202000  
63561;SHAMPOO FREE PET CAES E GATOS NEUTRO 500ML;UN;33079000  
63412;VINHO FRISANTE Q.DE SAO ROQUE BR.DEMI SEC VD.660ML;UN;22042100  
63779;ADOCANTE ZERO CAL ASPARTAME CX.50 ENV.;UN;21069090  
63833;SARDINHA LAJE SOMAG C/ MOLHO TOMATE LATA 84GR;UN;16041310  
63563;HAMBURGUER PICANHA BRASA BOV/AVES 120GR;UN;16029000  
63422;DOCE BIRO-BIRO PE DE MOCA 200GR;UN;19019020  
63781;ACHOC.EM PO GRTS 1 PT REFIL NA COMPRA DE 2 TODDY 1;UN;18069000  
63842;BEB.SOJA ADES SUCO DE MACA CX.1LT;UN;22029900  
63566;PANO DE PRATO C/VIES NOVO MUNDO 44  X 65CM-UN;UN;63025300  
63427;SHAMPOO FREE PET CLAREADOR START 500ML;UN;33051000  
63784;IOGURTE NESTLE POLPA CHAMYTO MOR.CER.CHOC.130GR;UN;04032000  
63847;FINI GELATINAS ACIDO TUBES UVA 17GR;UN;17049020  
63569;VELA ELITE PARA FILTRO CARVAO ATIVADO UN.;UN;69120000  
63442;SORVETE JUNDIA SAB.DA FAZENDA MORANGO 1.5 LT;UN;21050010  
63793;REFR. KUAT GUARANA 2.0 PET 2LT;UN;22021000  
63848;FINI GELATINAS ACIDO TUBES TUTTI-FRUTTI 17GR;UN;17049020  
63587;CHICLE HUEVITOS TORTUGUITA 12UN 25GR;UN;17041000  
63459;COPO DESC.COPOMAIS 100UN/300ML;UN;39241000  
63794;REVISTAS REPLAY MAGAZINE N.1,49;UN;49019900  
63849;FINI GELATINAS TUBES AZEDINHOS MORANGO 15GR;UN;17049020  
63600;FONE DE OUVIDO LTOMEX UN;UN;85183000  
63461;PEIXE FILE MAPARA KARAMS 2KG;UN;03038114  
63808;TORRADA MARILAN M. TOAST LIGHT 144GR;UN;19054000  
63859;SALG.PINGOOL PINGOLITOS REQUEIJAO 50GR;UN;19041000  
63607;LIMP.CIF CREMOSO ORIGINAL 20% GRTS 450ML;UN;34054000  
63471;BATATA PALHA KININO EXTRA FINA 120GR;UN;20052000  
63818;CERVEJA SKOL VD.300ML(RETORNAVEL);UN;22030000  
63882;BALDE ARQPLAST ESPECIAL PRETO 12LT REF.BC12;UN;39249000  
63611;AMANTEIGADO QUERO QUERO COCO 300GR;UN;19053100  
63479;CHOC.TRENTO ALLEGRO CHOCO BR.AMENDOIM 35GR;UN;19053200  
63822;PASTA POLIBRAS NOV.PRETA 340X245X35MM.;UN;42021210  
63893;JARRA NADIR MARACATU 1,5LT;UN;70134900  
63632;LAVA ROUPAS EM PO ARES MAX LAVANDA SACHE 1KG.;UN;34025000  
63480;SORVETE MILK MONI ABACAXI 350ML;UN;21050010  
63829;CERVEJA MOEMA PILSEN LATA 350ML;UN;22030000  
63896;POTE PLASUTIL QUADRADO DEC.REF.3846-1,2LT;UN;39241000  
63633;ESPONJA LIMPPANO ANTIADERENTE UN;UN;68053090  
63492;BOLACHA PALITO TRES IRMAS 180GR;UN;19053100  
63834;SARDINHA LAJE SOMAG OLEO LATA 84GR;UN;16041310  
63898;SALEIRO PLASUTIL DEC.UN;UN;39241000  
63639;SABAO EM PO TIXAN YPE MACIEZ CX.2KG.;UN;34025000  
63500;REQUEIJAO TIROLEZ SACHE 250GR;UN;04061090  
63846;PALHEIROS TERRA TOMBADA TRAD.10UN;UN;24022000  
63903;LOCAO HIDR.SKALA MANTEIGA DE KARITE 400ML;UN;33072090  
63647;ESCOVA DENTAL JOHNSON & JOHNSON TEK DURA UN;UN;96032100  
63503;BEB.COQUETEL ON GRAPE VD.275ML;UN;22060090  
63850;FINI GELATINAS BEIJOS MORANGO 15GR;UN;17049020  
63904;LOCAO HIDR.SKALA PROTEINAS DE LEITE VEGETAL 400ML;UN;33072090  
63651;BEBIDA ASKOV ICE MARACUJA VD.275ML;UN;22089000  
63523;CHINELO HAVAIANA BRASIL 35/36 PR.UN.;UN;64022000  
63857;SALG.PINGOOL PINGOLITOS QUEIJO 50GR;UN;19041000  
63907;LOCAO HIDR.SKALA CAMOMILA 400ML;UN;33072090  
63654;ANTISSEP.B.LISTERINE HORTELA 500ML;UN;33069000  
63538;ESTOJO ESC.BEST DUPLO TOTAL COD.6003;UN;42023200  
63858;SALG.PINGOOL PINGOLITOS BACON 50GR;UN;19041000  
63908;LOCAO HIDR.SKALA AVEIA 400ML;UN;33072090  
63661;SHAMPOO COND.FREE PET CAES 500ML;UN;30049021  
63541;ESCOVA MIMO STYLE P/ LIMPAR GRELHA E CHURRASQUEIRA;UN;96039000  
63862;PULVERIZADOR SANREMO BOULEVARD 350ML;UN;39259090  
63924;VASSOURA JULIANA KINTAL UN;UN;96039000  
63674;FORMA DE BAURU ALUMINIO UN;UN;76151900  
63544;FITA CREPE ADELBRAS 24MM X 50M-UN.;UN;39191000  
63872;MARSHMALLOWS FINI TORCAO AZUL 250GR;UN;17049020  
63926;PA DE LIXO METAL JULIANA UN.;UN;96034090  
63678;GOIABADA SOFRUTA 1,01KG;UN;20079990  
63545;ADOCANTE ZERO CAL ERITRITOL 65ML;UN;21069090  
63877;IOGURTE NESTLE POLPA 2 SABORES BDJ.540GR;UN;04032000  
63932;CINZEIRO MARILIA UN;UN;39249000  
63684;BALA TOFFANO KISS FREE SORTIDAS 600GR;UN;17049020  
63546;MOLHO KENKO ERVAS FINAS 236ML;UN;21039021  
63887;COLHER MODULINE TRAD.REF.026-UN.;UN;39241000  
